Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),cluster,PC1,PC2,PC3
26,Female,60.7,1.67,188.0,153.0,72.0,0.34,Strength,24.8,2.9,4,Intermediate,21.7,6.0,0.6982758620689655,4.189655172413794,86.5,2,-1.68475362138064,0.8594521347192239,-0.8634424565419474
20,Male,73.9,1.71,201.0,156.0,72.0,0.58,Cardio,15.4,2.8,4,Intermediate,25.2,7.0,0.6511627906976745,4.558139534883721,195.4,2,-0.8016435438575836,2.0878797767178185,0.5453361938413439
43,Male,92.1,1.81,171.0,143.0,60.0,0.74,Mixed,13.4,3.4,7,Advanced,28.0,8.0,0.7477477477477478,5.981981981981982,407.7,3,1.9656852672027538,-0.5532909685223537,2.469117394579797
38,Male,52.2,1.6,192.0,140.0,76.0,1.08,Yoga,19.4,4.5,3,Intermediate,20.3,3.0,0.5517241379310345,1.6551724137931034,93.3,0,0.39250477128036687,0.27816318561425674,-1.743073731250032
47,Male,89.2,1.9,168.0,154.0,75.0,0.25,HIIT,21.8,2.9,2,Beginner,24.7,9.5,0.8494623655913979,8.06989247311828,180.0,1,-2.3691931475973735,-1.157184281071518,2.147106845002063
45,Male,94.9,1.74,181.0,148.0,71.0,0.67,Strength,27.0,3.0,2,Beginner,31.5,6.0,0.7,4.199999999999999,267.0,2,-1.8202529401133607,-0.530944966915451,2.7771703400534937
53,Male,52.9,1.53,172.0,156.0,68.0,1.24,HIIT,18.3,4.1,5,Advanced,22.6,9.5,0.8461538461538461,8.038461538461538,527.3,3,1.7163895968429017,-0.6886284365851761,-1.64080828987727
43,Male,72.0,1.6,174.0,132.0,55.0,1.34,Cardio,9.3,3.9,7,Expert,28.3,7.0,0.6470588235294118,4.529411764705882,437.0,3,3.918905164417208,-0.5396247147893863,0.5742035717021343
51,Female,77.8,1.82,171.0,143.0,78.0,0.96,Strength,25.8,3.5,2,Beginner,23.4,6.0,0.6989247311827957,4.193548387096774,313.2,1,-1.305397063488581,-1.4719944453798752,1.0171678470870609
25,Male,101.6,1.8,196.0,178.0,72.0,0.75,HIIT,18.0,3.8,4,Intermediate,31.2,9.5,0.8548387096774194,8.120967741935484,618.8,2,-0.3846014835951415,2.4811071898638777,3.3223054431205212
27,Female,50.9,1.68,197.0,162.0,57.0,1.45,Mixed,19.2,4.9,7,Expert,18.0,8.0,0.75,6.0,442.8,0,3.349011875260009,2.234956844298338,-1.8466067866582685
31,Male,69.7,1.69,190.0,173.0,80.0,0.76,HIIT,32.6,3.3,2,Beginner,24.3,9.5,0.8454545454545455,8.031818181818181,425.5,2,-2.7498983825118577,1.2778447269228168,0.07750171371654356
57,Male,44.2,1.56,160.0,147.0,74.0,0.45,HIIT,17.7,2.5,5,Intermediate,18.1,9.5,0.8488372093023255,8.063953488372093,160.4,1,-0.6269707317857,-2.1418763670256826,-2.6625967353896143
32,Female,69.6,1.81,191.0,172.0,68.0,0.61,HIIT,21.0,2.9,3,Intermediate,21.2,9.5,0.8455284552845529,8.032520325203253,341.0,2,-1.195275864546101,1.4533724377796846,0.12560070659986064
34,Male,52.9,1.58,189.0,139.0,78.0,0.25,Yoga,21.7,3.3,3,Beginner,21.2,3.0,0.5495495495495496,1.648648648648649,21.8,1,-2.0272028548198042,-0.042312946244653205,-1.707703773446997
35,Male,71.4,1.76,180.0,128.0,63.0,0.25,Yoga,21.2,3.6,3,Intermediate,22.9,3.0,0.5555555555555556,1.6666666666666667,29.8,1,-0.6203405738497674,-0.6928852282196191,0.3497735064960601
49,Female,63.4,1.82,159.0,147.0,77.0,0.69,HIIT,36.8,2.9,3,Beginner,19.2,9.5,0.8536585365853658,8.109756097560975,354.8,1,-2.4364905243412203,-2.033591623523375,-0.4051388304601171
55,Male,67.3,1.68,168.0,143.0,68.0,0.47,Mixed,20.9,3.2,2,Beginner,23.7,8.0,0.75,6.0,189.8,1,-1.2007023203828033,-1.8339262098452807,-0.09049489853743613
40,Male,81.6,1.78,182.0,141.0,66.0,0.7,Cardio,20.6,2.5,5,Advanced,25.8,7.0,0.646551724137931,4.525862068965518,258.5,2,-0.05902359932091677,-0.25445536628077836,1.3972062863531092
40,Female,62.6,1.86,182.0,148.0,68.0,0.98,Strength,16.7,3.5,4,Advanced,18.0,6.0,0.7017543859649122,4.2105263157894735,258.3,0,0.7232853014405888,0.03683273472645868,-0.44436850111003684
52,Female,62.5,1.71,175.0,146.0,62.0,1.31,Mixed,17.6,4.7,7,Expert,21.5,8.0,0.7433628318584071,5.946902654867257,486.9,3,3.1853514852668066,-0.6298546678193718,-0.5005772590986536
56,Male,94.4,1.66,168.0,143.0,68.0,1.6,Mixed,8.0,4.9,5,Expert,34.2,8.0,0.75,6.0,906.2,3,3.53659126995538,-1.0805305081399517,2.9480335251091017
32,Female,70.9,1.67,194.0,160.0,56.0,1.28,Mixed,18.3,4.5,7,Expert,25.3,8.0,0.7536231884057971,6.028985507246377,547.1,0,3.00631243659861,1.7860141718371938,0.28001225233618693
41,Male,46.4,1.61,183.0,151.0,77.0,1.04,Strength,22.6,3.3,2,Beginner,18.0,6.0,0.6981132075471698,4.188679245283018,202.1,1,-1.0836786326422747,-0.14561538454570241,-2.3974974960654953
45,Male,47.3,1.6,176.0,126.0,64.0,0.63,Yoga,22.1,3.7,3,Beginner,18.4,3.0,0.5535714285714286,1.6607142857142858,49.5,1,-0.13658479517187697,-1.4514140564660742,-2.288598990753813
33,Female,74.0,1.72,181.0,143.0,72.0,0.48,Cardio,30.6,2.6,2,Beginner,24.9,7.0,0.6513761467889908,4.559633027522936,162.0,2,-2.6578717751922953,-0.2882037251195355,0.5424387473761528
33,Female,67.5,1.66,195.0,176.0,68.0,0.76,HIIT,19.2,3.6,4,Intermediate,24.4,9.5,0.8503937007874016,8.078740157480315,414.4,2,-0.2265486771905497,1.8798552475681138,-0.13570700961567045
57,Female,63.5,1.71,162.0,150.0,83.0,0.71,HIIT,23.2,2.6,2,Beginner,21.7,9.5,0.8481012658227848,8.056962025316455,363.2,1,-2.257600266962732,-2.1178834475712813,-0.4847384775392271
56,Female,76.8,1.53,161.0,127.0,65.0,0.47,Cardio,21.0,2.2,4,Advanced,32.8,7.0,0.6458333333333334,4.520833333333334,163.2,1,-0.5739696984080328,-2.627737417199947,1.1480331930821297
23,Male,96.2,1.67,200.0,168.0,70.0,1.03,Mixed,10.6,4.4,5,Advanced,34.5,8.0,0.7538461538461538,6.030769230769231,597.6,0,1.4742197761283782,2.7089302213794753,3.0004984902512963
19,Female,72.9,1.78,192.0,155.0,70.0,0.62,Strength,31.1,3.3,2,Beginner,22.9,6.0,0.6967213114754098,4.1803278688524586,188.9,2,-2.2078213820745543,1.4164913358113262,0.41327422602737157
30,Female,67.6,1.57,186.0,157.0,68.0,0.93,Mixed,18.8,4.5,5,Intermediate,27.5,8.0,0.7542372881355932,6.033898305084746,379.3,0,1.0254391931404636,1.122786051012152,0.0045886534378037054
26,Male,78.3,1.68,191.0,173.0,71.0,0.91,HIIT,23.8,3.5,2,Beginner,27.7,9.5,0.85,8.075,575.4,2,-1.2838786891571004,1.8237981196576967,1.0162106754338296
51,Male,63.0,1.49,166.0,136.0,65.0,0.65,Strength,24.3,3.5,4,Intermediate,28.2,6.0,0.7029702970297029,4.217821782178218,172.7,1,-0.006895324546889112,-1.8005951258398287,-0.4320921431459703
34,Male,51.5,1.55,196.0,164.0,70.0,0.51,Mixed,23.4,3.7,3,Beginner,21.4,8.0,0.746031746031746,5.968253968253968,156.8,2,-1.2912567086493962,1.2545532008310856,-1.910910688070025
44,Male,98.5,1.76,176.0,140.0,57.0,1.22,Strength,17.4,4.5,7,Expert,31.8,6.0,0.6974789915966386,4.184873949579831,502.9,3,3.226493431750507,-0.2739868607603887,3.194673248526166
46,Male,64.5,1.65,171.0,146.0,70.0,1.18,Mixed,10.9,4.6,6,Expert,23.7,8.0,0.7524752475247525,6.01980198019802,458.2,3,2.645098484848058,-0.5566995490764994,-0.30542179543171305
54,Male,89.1,1.86,166.0,134.0,75.0,0.72,Cardio,23.6,2.6,2,Beginner,25.7,7.0,0.6483516483516484,4.538461538461538,291.2,1,-1.6857557993749583,-2.1949896191219676,2.153979160560221
39,Male,71.3,1.72,185.0,146.0,55.0,1.01,Strength,10.9,3.4,7,Expert,24.0,6.0,0.7,4.199999999999999,302.5,0,2.827917686129394,0.5023165142510966,0.35351503115558336
41,Male,70.4,1.73,169.0,134.0,67.0,0.94,Cardio,17.7,3.6,4,Intermediate,23.4,7.0,0.6568627450980392,4.598039215686274,304.3,3,0.8065116450715785,-1.0853815229940822,0.2791554990122501
24,Male,62.1,1.57,197.0,160.0,75.0,0.67,Strength,21.9,3.5,4,Intermediate,25.1,6.0,0.6967213114754098,4.1803278688524586,173.9,2,-0.9116839027866516,1.7779045327433916,-0.6915622550812311
51,Female,51.9,1.64,167.0,142.0,66.0,0.93,Mixed,30.1,4.4,4,Intermediate,19.3,8.0,0.7524752475247525,6.01980198019802,290.6,1,0.3812280048123068,-1.562474934510801,-1.7269936569366606
29,Female,46.5,1.61,192.0,174.0,72.0,1.39,HIIT,18.0,3.7,7,Advanced,18.0,9.5,0.85,8.075,521.9,0,1.7006750840626694,2.1031522545185912,-2.411592024419401
40,Male,57.3,1.57,174.0,146.0,80.0,0.66,Strength,24.3,3.9,2,Beginner,23.1,6.0,0.7021276595744681,4.212765957446809,159.3,1,-1.6185882234564324,-0.7521880356791144,-1.2004388369914858
32,Female,62.5,1.75,187.0,153.0,74.0,0.61,Strength,28.6,3.5,2,Beginner,20.5,6.0,0.6991150442477876,4.1946902654867255,159.9,2,-2.0564043194327857,0.4462078217405246,-0.6024094790174558
50,Male,81.7,1.77,169.0,154.0,67.0,0.86,HIIT,27.0,3.6,4,Intermediate,26.2,9.5,0.8529411764705882,8.102941176470589,569.3,1,-0.13425928815774857,-0.967237765438208,1.4490356995332976
30,Male,76.1,1.72,184.0,166.0,65.0,0.47,HIIT,26.6,2.9,3,Intermediate,25.7,9.5,0.8487394957983193,8.063025210084033,288.4,2,-1.536224605903333,0.9740281920436747,0.7795172831250425
40,Male,61.4,1.6,189.0,172.0,71.0,0.58,HIIT,20.3,3.0,4,Intermediate,24.1,9.5,0.8559322033898306,8.131355932203391,289.6,2,-0.9420091648470623,0.9894658901306109,-0.7473855193944986
55,Male,87.8,1.71,167.0,152.0,67.0,1.04,HIIT,21.8,3.6,6,Advanced,29.9,9.5,0.85,8.075,737.3,3,1.2409247894529885,-1.1481263322712674,2.097602927023106
49,Female,53.1,1.49,176.0,133.0,82.0,0.7,Yoga,28.8,4.0,2,Beginner,24.0,3.0,0.5425531914893617,1.627659574468085,60.5,1,-1.8262690890085203,-1.6098868586968236,-1.6288220119187626
52,Female,59.7,1.81,166.0,130.0,62.0,0.97,Cardio,15.7,3.5,6,Expert,18.2,7.0,0.6538461538461539,4.576923076923077,265.0,3,2.0573953359081982,-1.7894089245177307,-0.7185891677189273
18,Male,55.5,1.55,203.0,167.0,58.0,1.26,Mixed,13.5,4.3,6,Expert,23.1,8.0,0.7517241379310344,6.0137931034482754,420.5,0,2.6849781769254033,3.107118236816683,-1.4127577273649472
22,Female,70.5,1.57,192.0,175.0,82.0,0.59,HIIT,26.3,3.1,2,Beginner,28.7,9.5,0.8454545454545455,8.031818181818181,334.1,2,-2.9218466685915025,1.9077187969226372,0.2395417976996642
30,Female,51.5,1.69,187.0,138.0,79.0,0.55,Yoga,25.5,3.6,3,Beginner,18.0,3.0,0.5462962962962963,1.6388888888888888,46.4,1,-1.7512659960145982,0.04898760828673511,-1.7991193773604517
22,Male,68.3,1.7,194.0,174.0,67.0,0.51,HIIT,22.3,2.5,3,Intermediate,23.6,9.5,0.84251968503937,8.003937007874015,278.8,2,-1.6458279250828522,2.1195626932830978,-0.07056638156779194
49,Male,73.6,1.67,172.0,147.0,70.0,0.79,Mixed,18.0,4.3,5,Intermediate,26.3,8.0,0.7549019607843137,6.03921568627451,351.1,3,0.9191332685883382,-0.8678927026578522,0.6339389750516393
38,Female,85.2,1.57,191.0,138.0,73.0,1.49,Yoga,22.0,4.2,5,Intermediate,34.6,3.0,0.5508474576271186,1.652542372881356,209.8,3,1.3687228124512112,0.4236682449903581,2.0406194615807207
41,Female,92.7,1.79,184.0,157.0,77.0,0.45,Mixed,29.5,3.4,3,Beginner,28.8,8.0,0.7476635514018691,5.981308411214953,249.5,2,-2.356373483480171,0.03107135991733483,2.441698256484172
35,Male,56.0,1.51,194.0,147.0,60.0,1.15,Cardio,16.5,3.2,5,Advanced,24.5,7.0,0.6492537313432836,4.544776119402985,292.7,0,1.581690138896913,0.9666042642910732,-1.3302758703041426
38,Male,61.2,1.53,186.0,151.0,71.0,1.03,Strength,30.1,3.8,3,Intermediate,26.1,6.0,0.6956521739130435,4.173913043478261,263.1,2,-0.6021991887434086,0.25069236245121684,-0.7262854603075592
27,Female,50.2,1.67,195.0,176.0,67.0,1.02,HIIT,19.3,3.5,4,Intermediate,18.0,9.5,0.8515625,8.08984375,414.2,0,0.19760828110854542,2.1924226483937956,-1.9849593110789676
41,Male,47.8,1.55,174.0,159.0,70.0,0.69,HIIT,17.6,2.6,3,Intermediate,19.8,9.5,0.8557692307692307,8.129807692307692,268.1,1,-0.7860811846252496,-0.24855495510332498,-2.308913001488216
57,Male,86.4,1.8,165.0,126.0,55.0,0.75,Cardio,17.2,3.0,6,Expert,26.6,7.0,0.6454545454545455,4.5181818181818185,292.8,3,1.8108977168741887,-2.1935386720609786,1.938078648638195
38,Male,60.1,1.56,180.0,128.0,66.0,0.44,Yoga,29.6,3.5,4,Intermediate,24.6,3.0,0.543859649122807,1.6315789473684212,43.1,1,-0.8323874806542185,-0.8964616658285891,-0.8610667711472824
42,Female,84.8,1.84,182.0,138.0,85.0,0.74,Yoga,30.7,3.7,2,Beginner,25.2,3.0,0.5463917525773195,1.6391752577319587,102.9,2,-2.396116764431474,-0.8008164894281798,1.7256023279453696
40,Female,76.8,1.78,173.0,128.0,73.0,0.66,Yoga,24.9,3.2,3,Beginner,24.1,3.0,0.55,1.65,83.6,1,-1.2173353098247146,-1.3341886924216677,0.8926418702896902
39,Male,78.0,1.8,180.0,133.0,76.0,1.01,Yoga,19.2,4.6,4,Intermediate,24.0,3.0,0.5480769230769231,1.6442307692307694,129.5,3,0.7191588479291351,-0.484569971360637,1.08363909778143
21,Female,85.2,1.87,199.0,165.0,64.0,1.09,Mixed,14.6,4.3,7,Advanced,24.4,8.0,0.7481481481481481,5.985185185185185,555.8,0,2.1993298145286007,2.684561386594794,1.7419915024136863
51,Male,56.4,1.69,178.0,138.0,64.0,0.97,Cardio,23.5,3.5,5,Intermediate,19.8,7.0,0.6491228070175439,4.543859649122807,248.6,3,0.8579208194154202,-1.0677005069063035,-1.1943930481137435
23,Female,57.5,1.58,192.0,132.0,60.0,1.23,Yoga,19.7,4.7,6,Advanced,23.1,3.0,0.5454545454545454,1.6363636363636362,115.7,0,2.605309536042815,1.0762259417387283,-1.136096360455679
45,Female,53.0,1.67,181.0,145.0,61.0,0.87,Strength,8.1,3.6,5,Advanced,19.0,6.0,0.7,4.199999999999999,193.7,0,1.9951582957922207,-0.2013953893816346,-1.6004202098909874
48,Female,56.7,1.62,176.0,144.0,85.0,0.34,Cardio,27.9,2.3,3,Beginner,21.5,7.0,0.6483516483516484,4.538461538461538,87.5,1,-3.2248296265200596,-1.3579311697627163,-1.3005740932910737
52,Male,74.5,1.61,167.0,141.0,64.0,0.96,Mixed,16.3,4.0,5,Advanced,28.8,8.0,0.7475728155339806,5.980582524271845,427.7,3,1.710444438308516,-1.342390809037465,0.8087241777757064
56,Male,66.9,1.7,166.0,136.0,66.0,1.17,Strength,11.9,4.0,6,Advanced,23.3,6.0,0.7,4.199999999999999,328.7,3,2.616575218938636,-1.6581266883036783,-0.011731185394868872
59,Male,71.7,1.65,160.0,119.0,68.0,1.34,Yoga,15.0,4.6,4,Advanced,26.4,3.0,0.5543478260869565,1.6630434782608696,159.8,3,2.4660267966061835,-2.7007550320516773,0.5291227702598673
40,Female,63.0,1.6,180.0,145.0,63.0,1.52,Strength,15.0,4.1,7,Expert,24.5,6.0,0.7008547008547008,4.205128205128204,402.7,3,3.244249564438198,0.22530506323767488,-0.5175161675908978
23,Male,61.6,1.66,201.0,183.0,79.0,1.03,HIIT,26.0,3.9,2,Beginner,22.5,9.5,0.8524590163934426,8.098360655737704,513.8,2,-1.6450975630832414,2.7081326763324975,-0.7637025030565209
33,Male,60.1,1.73,200.0,160.0,67.0,0.95,Strength,18.4,3.9,3,Intermediate,20.0,6.0,0.6992481203007519,4.195488721804511,239.5,0,0.23468192679778732,1.5999965247374979,-0.8599065210349336
19,Male,70.6,1.78,205.0,185.0,69.0,0.58,HIIT,27.3,3.1,3,Beginner,22.4,9.5,0.8529411764705882,8.102941176470589,331.8,2,-2.0485154554968696,3.1163190718690763,0.18311326481316903
41,Male,57.1,1.52,180.0,153.0,70.0,0.86,Mixed,34.6,4.3,2,Beginner,24.7,8.0,0.7545454545454545,6.036363636363636,296.4,1,-1.3029512832534451,-0.2547494250042532,-1.2053550131833428
34,Female,71.6,1.65,193.0,162.0,67.0,0.72,Mixed,31.9,4.1,3,Beginner,26.3,8.0,0.753968253968254,6.031746031746032,310.9,2,-1.2109553476743853,1.0864109515061509,0.3228752418660878
18,Male,68.0,1.67,195.0,147.0,57.0,1.09,Cardio,11.0,3.0,7,Expert,24.5,7.0,0.6521739130434783,4.565217391304348,338.4,0,2.45397508293515,2.0383412491156925,-0.005031584636436537
23,Male,64.9,1.56,195.0,153.0,56.0,0.73,Strength,26.1,3.3,3,Beginner,26.6,6.0,0.697841726618705,4.18705035971223,198.4,2,-0.47499078358417296,1.5290880945290681,-0.3775337800804839
22,Female,50.1,1.67,198.0,144.0,79.0,0.75,Yoga,34.5,3.7,2,Beginner,18.0,3.0,0.5462184873949579,1.638655462184874,61.6,2,-2.454827697749404,1.0759249157041826,-2.0004877414121673
46,Male,78.9,1.69,169.0,154.0,73.0,0.77,HIIT,25.6,3.4,3,Intermediate,27.5,9.5,0.84375,8.015625,487.0,1,-0.9560797046485591,-0.8700639806118282,1.1398496954860278
29,Female,58.4,1.73,188.0,143.0,60.0,1.14,Cardio,19.3,3.5,4,Advanced,19.5,7.0,0.6484375,4.5390625,302.2,0,1.242383344588961,0.7676226374985058,-1.0188987429844114
56,Female,79.6,1.69,156.0,141.0,58.0,0.91,HIIT,22.0,3.1,5,Advanced,27.9,9.5,0.8469387755102041,8.045918367346939,582.8,3,1.154038511358535,-2.162195767157929,1.2659850714894434
20,Female,65.9,1.59,194.0,177.0,83.0,0.96,HIIT,33.0,3.4,3,Beginner,26.0,9.5,0.8468468468468469,8.045045045045045,509.0,2,-2.4472388267910556,2.216880494996622,-0.32550449780704854
18,Male,63.7,1.88,201.0,163.0,75.0,0.95,Strength,23.2,4.3,4,Intermediate,18.0,6.0,0.6984126984126984,4.19047619047619,253.6,0,-0.2031926893340259,2.452328880124581,-0.33619552794258234
44,Female,83.8,1.76,171.0,157.0,74.0,0.88,HIIT,25.9,4.0,2,Beginner,26.9,9.5,0.8556701030927835,8.128865979381443,599.5,1,-1.108273097799004,-0.5892957993741976,1.5898401933570872
41,Female,84.3,1.74,181.0,162.0,57.0,1.5,HIIT,19.5,4.3,6,Expert,28.0,9.5,0.8467741935483871,8.044354838709678,1017.2,3,2.886408162132964,0.7972701238478843,1.7222879578924106
36,Female,92.0,1.78,185.0,129.0,60.0,1.04,Yoga,20.4,3.8,5,Expert,29.0,3.0,0.552,1.656,158.4,3,1.588675601212062,-0.07606341192283701,2.461170770493138
25,Male,60.8,1.7,197.0,158.0,68.0,0.71,Strength,22.5,3.4,2,Beginner,20.9,6.0,0.6976744186046512,4.186046511627907,180.7,2,-1.2436991216606141,1.5805916102208206,-0.852931636742163
19,Female,80.9,1.81,198.0,139.0,66.0,1.26,Yoga,16.7,4.3,4,Advanced,24.7,3.0,0.553030303030303,1.659090909090909,169.1,0,1.563490776321917,1.733903197985845,1.315865919833843
47,Female,76.1,1.69,178.0,137.0,59.0,1.12,Cardio,20.7,3.1,5,Advanced,26.8,7.0,0.6554621848739496,4.588235294117647,391.1,3,1.4040795093419098,-0.7514996337346929,0.8870097982242081
47,Female,76.1,1.68,176.0,147.0,63.0,0.55,Mixed,31.8,3.4,3,Beginner,26.9,8.0,0.7433628318584071,5.946902654867257,248.9,1,-1.3214945128732962,-0.9219067812610097,0.8176156223239651
56,Male,77.9,1.74,165.0,149.0,61.0,0.94,HIIT,11.8,3.6,7,Advanced,25.6,9.5,0.8461538461538461,8.038461538461538,588.6,3,2.5102194163520224,-1.2453713523867223,1.0720188016085388
49,Female,75.3,1.84,172.0,141.0,70.0,0.32,Strength,34.2,3.0,2,Beginner,22.3,6.0,0.696078431372549,4.1764705882352935,100.6,1,-2.6886537937494994,-1.6346752185010132,0.7670312206710528
18,Female,93.7,1.83,201.0,172.0,84.0,0.84,Mixed,22.7,4.1,2,Beginner,28.0,8.0,0.7521367521367521,6.017094017094017,473.6,2,-1.934623354166211,2.623975809954485,2.5117117336459125
55,Male,84.6,1.74,172.0,156.0,68.0,1.07,HIIT,11.3,3.4,6,Expert,28.0,9.5,0.8461538461538461,8.038461538461538,727.7,3,1.8465732135087267,-0.6677935155815325,1.7743033108409632
30,Male,70.1,1.73,196.0,176.0,64.0,1.25,HIIT,19.8,3.5,4,Intermediate,23.4,9.5,0.8484848484848485,8.06060606060606,706.3,0,0.7170701373088405,2.2242260874502526,0.1693624165921418
28,Male,63.9,1.75,190.0,159.0,64.0,0.59,Mixed,12.6,4.0,6,Advanced,20.9,8.0,0.753968253968254,6.031746031746032,227.4,0,1.3070208402671224,1.5034404350424253,-0.417482075355227
27,Female,66.7,1.78,194.0,149.0,67.0,0.42,Cardio,22.3,2.2,5,Intermediate,21.1,7.0,0.6456692913385826,4.519685039370079,126.6,2,-1.1532230633181748,1.0522226137934874,-0.16673117230045462
43,Female,96.5,1.81,175.0,134.0,84.0,0.42,Yoga,26.0,3.1,2,Beginner,29.5,3.0,0.5494505494505495,1.6483516483516485,66.8,1,-2.7758304309047066,-1.3360399820055775,2.8722284698762364
37,Female,76.3,1.66,195.0,135.0,61.0,0.44,Yoga,26.4,3.5,4,Intermediate,27.8,3.0,0.5522388059701493,1.656716417910448,55.6,2,-0.5122837518684291,0.20615996049248375,0.8784878660990844
34,Female,78.5,1.81,185.0,154.0,62.0,1.19,Mixed,24.6,5.0,7,Expert,23.9,8.0,0.7479674796747967,5.983739837398374,559.0,0,2.414892237715677,0.9552862255056819,1.0993079206429677
34,Male,68.2,1.71,192.0,159.0,81.0,0.58,Strength,22.7,2.8,3,Beginner,23.2,6.0,0.7027027027027027,4.216216216216217,166.8,2,-2.236414695700776,0.8234638641180269,-0.05992054228154338
21,Female,54.8,1.75,205.0,159.0,72.0,0.75,Cardio,32.1,2.8,3,Beginner,18.0,7.0,0.6541353383458647,4.578947368421053,188.2,2,-2.223648767933555,2.035666290220034,-1.443624222739984
22,Male,78.2,1.82,200.0,156.0,75.0,0.25,Cardio,23.6,2.0000000000000004,3,Beginner,23.7,7.0,0.648,4.5360000000000005,88.7,2,-2.971733483535698,1.62211126938226,0.9793547987927941
40,Female,59.2,1.75,171.0,149.0,80.0,0.42,Mixed,20.7,4.1,2,Beginner,19.2,8.0,0.7582417582417582,6.065934065934066,150.8,1,-1.683051572608392,-0.8155094744286534,-0.9207533824562082
27,Female,77.3,1.77,201.0,168.0,69.0,1.0,Mixed,31.9,4.3,3,Beginner,24.6,8.0,0.75,6.0,463.8,2,-0.9150084312466162,2.089657375570882,0.8736435054679963
45,Female,77.4,1.64,172.0,126.0,68.0,1.06,Yoga,18.5,3.9,4,Advanced,28.7,3.0,0.5576923076923077,1.6730769230769231,137.3,3,1.160289210212664,-1.3410485520566835,1.0608445723700377
50,Male,67.2,1.83,167.0,137.0,67.0,0.86,Strength,26.3,4.3,2,Beginner,20.1,6.0,0.7,4.199999999999999,242.7,1,-0.28375393635739943,-1.7362047835594412,0.03181013661345154
43,Male,76.4,1.75,186.0,128.0,57.0,1.25,Yoga,19.6,4.5,7,Advanced,25.0,3.0,0.5503875968992248,1.6511627906976742,157.7,3,3.1820751220559957,-0.24027426062674623,0.9403533376832935
46,Male,80.2,1.69,167.0,144.0,74.0,0.77,Mixed,22.6,4.2,3,Intermediate,28.0,8.0,0.7526881720430108,6.021505376344086,371.9,1,-0.2883279256454282,-1.2175949413341935,1.318769040593687
44,Male,79.7,1.79,183.0,154.0,65.0,0.9,Mixed,21.5,4.4,3,Intermediate,24.9,8.0,0.7542372881355932,6.033898305084746,432.8,3,0.4766454230979791,0.08787226803403216,1.2278318717497632
35,Female,79.1,1.9,184.0,144.0,71.0,1.06,Cardio,26.1,3.6,4,Intermediate,21.9,7.0,0.6460176991150443,4.522123893805309,379.2,2,-0.0835062733481041,0.16417354750247434,1.19102630939324
57,Female,58.7,1.56,154.0,125.0,59.0,1.22,Strength,21.6,3.6,4,Advanced,24.0,6.0,0.6947368421052632,4.16842105263158,298.5,3,1.7848790665153793,-2.8308448007719322,-0.9639454508611957
27,Female,71.2,1.6,197.0,165.0,66.0,0.69,Mixed,19.8,4.1,7,Advanced,27.8,8.0,0.7557251908396947,6.0458015267175576,297.0,0,1.0188674128357078,2.0882540992260585,0.3336612923599283
59,Female,90.4,1.9,150.0,119.0,62.0,0.52,Cardio,24.7,2.5,4,Intermediate,25.1,7.0,0.6477272727272727,4.534090909090909,213.1,1,-0.38072793586594994,-3.5831615847513505,2.341777456888476
22,Female,71.2,1.72,198.0,141.0,71.0,0.86,Yoga,20.1,3.6,7,Advanced,24.0,3.0,0.5511811023622047,1.6535433070866143,101.2,0,0.891520609089327,1.5372488864109208,0.2937287981621442
27,Male,82.6,1.7,185.0,137.0,79.0,0.63,Yoga,26.7,3.3,3,Beginner,28.6,3.0,0.5471698113207547,1.641509433962264,85.4,2,-1.8937507854901532,0.15724358159344656,1.5110831181891322
38,Male,72.5,1.67,180.0,141.0,67.0,0.84,Cardio,19.9,2.7,3,Intermediate,26.1,7.0,0.6548672566371682,4.5840707964601775,279.2,1,-0.41292837933291554,-0.3148032582227098,0.4876831298234663
41,Female,62.2,1.8,182.0,164.0,61.0,0.79,HIIT,17.8,3.0,4,Intermediate,19.2,9.5,0.8512396694214877,8.086776859504132,397.4,0,0.262435877608874,0.469346230703185,-0.5716040807951904
55,Female,95.8,1.9,167.0,125.0,74.0,0.65,Yoga,27.2,4.0,2,Beginner,26.5,3.0,0.5483870967741935,1.6451612903225803,102.4,1,-1.2244431000955864,-2.4604105709070896,2.8215967543911162
20,Female,72.4,1.61,201.0,181.0,68.0,0.92,HIIT,22.1,3.1,5,Intermediate,27.8,9.5,0.849624060150376,8.071428571428571,537.6,2,-0.3065268004144364,3.020510966726207,0.3892388031205941
57,Female,53.2,1.67,168.0,133.0,67.0,1.06,Cardio,25.4,3.0,5,Intermediate,19.1,7.0,0.6534653465346535,4.574257425742575,258.0,1,0.5166864533660691,-2.080179038418373,-1.5563913312780786
48,Male,48.7,1.64,172.0,143.0,75.0,0.85,Strength,18.8,3.4,3,Intermediate,18.0,6.0,0.7010309278350515,4.2061855670103085,174.1,1,-0.31174758206940356,-1.1964792946330973,-2.0974595048631715
58,Female,61.0,1.75,161.0,141.0,81.0,0.52,Mixed,30.8,3.8,2,Beginner,19.8,8.0,0.75,6.0,190.3,1,-2.2501612631089003,-2.5785069032899526,-0.7108802399301741
